Name,Team,Name,Season,Age,K/9,BB/9,HR/9,xFIP,xFIP-,SIERA,K-BB%,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Adrian Morejon","SDP","Adrian Morejon",2019,22,9.34615504600608,2.8557695973907467,1.2331732352369134,3.800730543763613,91.9587134581492,3.610077697692115,0.16722408,116.19920233243997,103.89493488201504,117.01559535976699,"Adrian Morejon",20039,670970
"Zack Wheeler","- - -","Zack Wheeler",2017,31,9.42216481876343,2.3103092465505606,0.8559278232702378,3.513677095109695,83.07308506383659,3.676200155618721,0.19370735,111.99668808124032,105.15872934821584,116.65189798603727,"Zack Wheeler",10310,554430
"A.J. Puk","- - -","A.J. Puk",2019,27,11.136988192791437,3.0821923042780726,0.9863015373689833,3.463155043443711,83.84665800993669,3.1219923607740863,0.21097955,113.02785484087019,105.7705858357186,116.35842232626428,"A.J. Puk",19343,640462
"Camilo Doval","SFG","Camilo Doval",2021,25,11.46686911681605,4.22891627003145,0.6506025030817617,3.274072110122878,78.91289134344402,3.2302661613954293,0.18796199,115.8179394762137,100.11946684471935,116.15529108000834,"Camilo Doval",21992,666808
"Drew Pomeranz","- - -","Drew Pomeranz",2015,29,9.707866002505046,3.7645559924486895,1.1721145031433648,4.022413668968095,94.10086421246984,4.046835131064459,0.15537131,107.28358597984327,105.72589653962763,115.53540359753221,"Drew Pomeranz",11426,519141
"Justin Martinez","ARI","Justin Martinez",2023,22,11.431453415230743,5.116936290627095,0.4354839396278378,3.2746822402489504,79.71095155744388,3.4908534142123036,0.15890411,120.47589560525908,94.0852809667152,115.53178453732355,"Justin Martinez",24453,679885
"Scott Effross","- - -","Scott Effross",2021,28,9.883930675457774,2.169643319002926,0.7232144396676421,3.231971389840221,80.31832168316168,2.921992948935326,0.21262459,112.04231566311854,110.43056689165766,115.40419996065987,"Scott Effross",18384,664123
"Yimi García","- - -","Yimi García",2015,29,9.78025951227088,2.2017171887813594,1.3442062836770405,3.889883511228043,93.49621762247176,3.255799391174112,0.20604915,110.16709106450071,105.33844876930094,115.3865815029451,"Yimi Garcia",12095,554340
"Craig Kimbrel","- - -","Craig Kimbrel",2015,32,13.638286390951503,3.9929583730162195,1.054417579021599,3.153897070127328,75.09924119174663,2.686758978330526,0.26197183,117.64081149759336,99.27268750790212,115.33906048719595,"Craig Kimbrel",6655,518886
"Paul Skenes","PIT","Paul Skenes",2024,22,11.503759398496241,2.1654135338345863,0.6766917293233082,2.5358691781759264,63.07059692558683,2.7140478644684807,0.26848249,109.74353440150806,109.83695570216776,115.2012441093308,"Paul Skenes",33677,694973
"Evan Phillips","- - -","Evan Phillips",2018,25,10.412720711435728,3.2882275930849665,0.8403248293439359,3.6707503523066767,86.90875665347794,3.3786149242220955,0.19098923,113.40383245000392,103.62893104808805,115.01953313297935,"Evan Phillips",17734,623465
"Ryan Pressly","- - -","Ryan Pressly",2015,30,10.40367169090856,2.5596335112552806,0.8587157586146748,3.1187077256199407,73.44121248811956,3.0075187857753853,0.21233795,111.98448599006993,102.81222870451504,114.78062038151795,"Ryan Pressly",7005,519151
"Sandy Alcantara","- - -","Sandy Alcantara",2017,24,7.884160070794458,2.7279793400847745,0.9093264466949248,4.000970997070436,93.79704378299147,4.197937677584725,0.14021739,110.65169772422591,104.07742292706824,114.58048012663272,"Sandy Alcantara",18684,645261
"Kenley Jansen","- - -","Kenley Jansen",2015,32,11.981058119972323,2.5264068221933873,0.9299657014208789,3.3246111218804693,79.61498745239237,2.6701615234715215,0.26441266,120.5591949893691,96.94949432585034,114.50654586483968,"Kenley Jansen",3096,445276
"Tyler Glasnow","- - -","Tyler Glasnow",2016,25,11.472626930599192,3.349573110943263,1.1391260782155226,3.199833493440944,75.44620920447868,3.404999005907956,0.22030158,110.93230148090629,100.21910964258444,114.27750092294242,"Tyler Glasnow",14374,607192
"Justin Topa","- - -","Justin Topa",2020,31,8.029741200326756,2.3085505950939424,0.7026023550285911,3.549406626114877,83.52623927521071,3.458671529389192,0.152,111.79564810616893,107.53921365097735,114.23424411925124,"Justin Topa",15145,623437
"Devin Williams","MIL","Devin Williams",2019,27,14.321075872573106,4.2772279939418345,0.5728430349029242,2.6240893665672504,62.2236880744346,2.66026956952515,0.27626051,117.04950622998402,96.14038845260679,114.17814247645396,"Devin Williams",15816,642207
"Spencer Strider","ATL","Spencer Strider",2021,23,13.513650842309355,2.975733215781252,0.8736097514220189,2.7406308131132864,65.13480401806895,2.727097862662471,0.2876304,113.41356053088649,101.82279632021437,113.98881227256882,"Spencer Strider",27498,675911
"Clay Holmes","- - -","Clay Holmes",2018,28,9.60474448028047,4.0820164041192,0.5335969155711372,3.4888319716711376,83.08964468693489,3.3877106707444904,0.14178082,117.91081362893577,96.6124892438395,113.94347542172659,"Clay Holmes",13649,605280
"Shane McClanahan","TBR","Shane McClanahan",2021,25,10.141680650329103,2.5799012180661753,1.0675453316135899,3.145459162060375,75.41088544340884,3.4275245850761653,0.20897357,109.42158758299401,104.27436739815312,113.75252170318468,"Shane McClanahan",21483,663556
"John Means","BAL","John Means",2018,28,7.496259614582559,1.77306739386833,1.615960156436959,4.877600034932761,110.63064547582437,4.517791137119469,0.1573103,103.79561830985017,112.05389795023439,113.73269661570203,"John Means",16269,607644
"Caleb Thielbar","MIN","Caleb Thielbar",2015,34,10.855673183005734,3.0618565387964893,1.0338736364767367,3.7482277549201752,89.71029422395242,3.2478085756091044,0.20653319,114.04550746918758,104.0939769937574,113.72756417499137,"Caleb Thielbar",10078,573204
"Paul Sewald","- - -","Paul Sewald",2017,31,10.761737394997784,3.0132864705993794,1.291408487399734,4.018260422083844,95.9049809872025,3.345041570583793,0.20729367,116.413089800658,99.96943373150415,113.62544068017311,"Paul Sewald",13892,623149
"Oliver Drake","- - -","Oliver Drake",2015,31,10.042417160043328,3.6557922117701587,1.0570965431624555,3.6163191418037073,83.69065712481695,3.5926446913812464,0.16666667,93.94941176470587,116.84941176470588,113.61986928104575,"Oliver Drake",8823,543118
"Mason Miller","OAK","Mason Miller",2023,24,12.996611345921913,3.3864409845007803,0.7322034561082768,3.080336432763056,72.92739041516606,2.682158355414051,0.27061856,122.79247638248165,91.98411817722997,113.60452242886349,"Mason Miller",31757,695243
"Jhony Brito","- - -","Jhony Brito",2023,25,6.783582668895096,2.552239023940729,1.208955327129819,4.553641800446566,108.03000665489702,4.404398006412127,0.11310592,105.03395895280804,107.61158871246508,113.57153119731431,"Jhony Brito",25386,666745
"Julio Urías","LAD","Julio Urías",2016,22,8.912134033460642,2.422594180926625,1.0543933222685828,4.024138689583985,94.92395809306795,3.9082351260999406,0.17723689,109.20105538413344,107.70924355774872,113.55351702890673,"Julio Urias",14765,628711
"A.J. Minter","ATL","A.J. Minter",2017,27,10.892928161361473,3.174952994899197,0.696940901319336,3.4938778995327118,83.07374108951548,3.219181275932087,0.20792768,115.01513673231787,99.85025144330992,113.47595774324189,"A.J. Minter",18655,621345
"Brandon Woodruff","MIL","Brandon Woodruff",2017,27,10.424301949220428,2.3282704861202985,0.9921607185171727,3.333322775421141,78.3585337347805,3.4071501602683036,0.22442244,107.87162255040766,107.54774982194195,113.3863805595816,"Brandon Woodruff",16162,605540
"Luis Castillo","- - -","Luis Castillo",2017,28,9.739024269426247,2.978048743543563,1.1048780350739018,3.5591534339200717,84.44163370156836,3.784536182744395,0.18192558,110.77731692848663,103.00444486345951,113.2034898520088,"Luis Castillo",15689,622491
"Aroldis Chapman","- - -","Aroldis Chapman",2015,32,14.475691441837295,4.807490662669004,0.6563732639068381,2.8705466256879664,68.60637117312079,2.825612594511271,0.25719679,118.0031813186373,95.85528231935405,113.05321940459659,"Aroldis Chapman",10233,547973
"Spencer Schwellenbach","ATL","Spencer Schwellenbach",2024,24,9.242587791146493,1.6738544818611758,1.0188679454807157,3.3443858529273034,82.60898741016955,3.4207714448166087,0.208,104.85658510638301,108.98622340425533,112.70260638297876,"Spencer Schwellenbach",31846,680885
"Grayson Rodriguez","BAL","Grayson Rodriguez",2023,24,9.76676019281825,2.941340907489666,1.1689944632330724,3.6793493566925934,87.6498806584374,3.821783815011565,0.17992048,108.35350903602087,105.47912924034117,112.70009306556655,"Grayson Rodriguez",24492,680570
"Andrew Kittredge","- - -","Andrew Kittredge",2017,30,8.610983016961375,2.3971967373225804,1.1985983686612902,3.614861452545727,85.28552514553235,3.5488892838921267,0.16666667,103.22405672080595,111.06710705889058,112.64029813990219,"Andrew Kittredge",12828,552640
"Raisel Iglesias","- - -","Raisel Iglesias",2015,29,10.713859412862071,2.503489762301941,1.009471678347557,3.288901480592127,79.22229933195922,3.0156919938443028,0.22626113,106.82701623234013,106.75012530398065,112.59049373523987,"Raisel Iglesias",17130,628452
"Dustin May","LAD","Dustin May",2019,23,8.17043493167178,2.676521787961445,0.8921739293204817,3.8544008973942807,88.8897841776312,4.062880927577757,0.15155441,112.91828694165015,102.0843608757257,112.55556592826889,"Dustin May",19716,669160
"Justin Slaten","BOS","Justin Slaten",2024,26,9.433735806911956,1.4638555562449587,0.6506024694422039,2.896125144040805,70.20308581778177,2.764214895805359,0.21875,107.19172839506173,103.11234567901232,112.42488888888887,"Justin Slaten",25648,686580
"Hunter Greene","CIN","Hunter Greene",2022,23,11.250000221213119,3.5489691419497054,1.2757732209623125,3.9608069876991028,95.96073203037793,3.6275030555268533,0.20243903,113.71320312501743,100.32364803709196,112.38571734647823,"Hunter Greene",22182,668881
"Garrett Crochet","CHW","Garrett Crochet",2020,23,12.082192675260758,3.000000222088556,0.8630137625186257,3.0511316993228856,72.37697104795288,3.039341411708574,0.24259056,110.88940851660077,102.15381729298325,112.17869082548904,"Garrett Crochet",27463,676979
"Adam Conley","- - -","Adam Conley",2015,27,7.755760709514737,3.6912444018546076,1.1612903736171798,4.858438959024102,115.87181965358414,4.611853076248915,0.1037586,111.67100346020763,104.51017301038064,112.11204152249134,"Adam Conley",14457,543045
"Hunter Harvey","- - -","Hunter Harvey",2019,27,9.808797307009932,2.58126244921314,0.8776292327324677,3.5195604653788854,83.96632095316615,3.2528864818840595,0.1971831,108.26141407368127,105.29489642020204,111.95353614628075,"Hunter Harvey",15507,640451
"Chad Green","- - -","Chad Green",2016,28,11.144767780323022,2.285078285893569,1.2828509675191968,3.491572911280972,81.41524336283275,2.936997912310196,0.2478968,109.37493235017615,105.50010760498527,111.8157577201464,"Chad Green",15552,643338
"Jordan Romano","TOR","Jordan Romano",2019,29,11.168360807626728,3.4484763195479022,1.0580552344067427,3.597408100887222,85.59386933179131,3.247126926850389,0.20671563,113.81292500805442,97.05575421802328,111.61163471619153,"Jordan Romano",16122,605447
"Jose A. Ferrer","WSN","Jose A. Ferrer",2023,24,6.818183788583868,2.5909098396618697,0.6818183788583868,3.820798262685794,90.40524705199928,3.7243121271723356,0.11439114,109.21480013310483,103.5423334955571,111.25674700368161,"Jose A. Ferrer",24017,678606
"Tanner Scott","- - -","Tanner Scott",2017,26,11.864377930738193,4.931284654339743,0.6835444075322417,3.382644055278375,80.17085884682771,3.5188503208533586,0.17772215,115.8623899565052,95.8062831789774,111.00125884149706,"Tanner Scott",17586,656945
"Cade Smith","CLE","Cade Smith",2024,25,12.305311811550412,2.0309737941393884,0.11946904671408168,2.4126101284819432,58.174407369753226,2.1587212387582637,0.29757786,105.51112068965519,106.93725862068968,110.7751206896552,"Cade Smith",27867,671922
"Greg Weissert","- - -","Greg Weissert",2022,28,8.651410164743073,3.137324565236499,1.045774855078833,4.000779563834723,97.33241802933782,3.77624931355561,0.14572864,110.02031990437294,103.42811512066287,110.44911708604333,"Greg Weissert",20375,669711
"Griffin Jax","MIN","Griffin Jax",2021,27,9.474771657698332,2.5699544038854953,1.2075689367654736,3.818493739481636,91.0488499693364,3.462018886532875,0.18583333,102.86727675038577,108.2418973926892,110.40743780547814,"Griffin Jax",20253,643377
"Aaron Nola","PHI","Aaron Nola",2015,27,9.875205716022764,2.336965489851368,1.1046463954404329,3.3372059730317853,79.51435510203642,3.5040246596679183,0.20467219,106.51476223204293,106.06392625999659,110.35940889113556,"Aaron Nola",16149,605400
"Luis García","- - -","Luis García",2015,33,8.651935567848524,3.636050508039789,0.8577349916401553,3.8956639520169083,92.45087641817423,3.776029410116979,0.1270666,110.15744991309028,101.31780373603375,110.33834044069786,"Luis Garcia",6984,472610
"Ryan Walker","SFG","Ryan Walker",2023,28,11.271228189706742,2.674528722981261,0.8278303190180093,3.0890921367220234,73.67468890703572,2.899912661158732,0.23642732,114.98125235686658,100.80316874240305,110.2868064869272,"Ryan Walker",20423,676254
"Tommy Milone","- - -","Tommy Milone",2015,31,6.997840533135031,2.2742981732688854,1.8466523629106333,4.609187376302493,108.0248529477759,4.450754378214269,0.12143928,96.64040482575601,111.05991266454585,110.2441388614492,"Tommy Milone",7608,543548
"Drew Rasmussen","- - -","Drew Rasmussen",2020,26,8.719957474145899,2.3755365876410752,0.6663090428749358,3.4196945956551157,83.2258290558064,3.6224983408416107,0.17450199,107.12425009741499,104.63845984634067,110.15386434939936,"Drew Rasmussen",25385,656876
"Robert Suarez","SDP","Robert Suarez",2022,32,9.235155482140595,3.014252136532,0.9619953627229787,3.639849266608547,88.83334206631329,3.423043647137323,0.17414722,113.07028164818617,97.7398094070656,110.09100138945514,"Robert Suarez",30115,663158
"Chris Devenski","- - -","Chris Devenski",2016,29,9.337502120487873,2.497500567166636,1.3050002963573413,4.093581851993725,94.86911401905927,3.5494135029762237,0.18581907,110.10317220872017,100.39303916684771,110.06232898513097,"Chris Devenski",12763,606965
"Edinson Volquez","- - -","Edinson Volquez",2015,33,6.933156412179139,3.841826362418853,0.8934479912601984,4.548784680687792,108.38351092985224,4.72712004035986,0.07860064,104.4530841121495,106.02616822429906,109.98000000000002,"Edinson Volquez",3990,450172
"Alex Vesia","- - -","Alex Vesia",2020,26,12.116462381547986,4.3183239629738495,1.0481368842169538,4.038598059693735,96.78044121203594,3.3619709842151715,0.20782123,112.12005381802116,99.207451253012,109.90752649518696,"Alex Vesia",25007,681911
"Brock Stewart","- - -","Brock Stewart",2016,27,8.818792976424017,4.0469803384959535,1.751678056960935,4.819751001768938,112.66470693618764,4.381992308275164,0.11915536,117.75629775764402,94.59028212652794,109.88600692463217,"Brock Stewart",16727,592779
"Jeffrey Springs","- - -","Jeffrey Springs",2018,28,10.300744943867317,2.984059816607802,1.2051010797839201,3.6952252130837513,88.39006586303563,3.5423916769917385,0.19318182,104.62518118291356,105.27546539290215,109.85090750836447,"Jeffrey Springs",17677,605488
"George Kirby","SEA","George Kirby",2022,25,8.513355218115299,1.1257329214036758,1.0026058831251488,3.533657875745505,85.4703754315779,3.5562531521226446,0.20221473,101.15980842827773,110.73342378551602,109.50978640661909,"George Kirby",25436,669923
"Walker Buehler","LAD","Walker Buehler",2017,25,9.508640995700148,2.3960766434788168,1.0593180950116874,3.576636212820633,84.61299141452142,3.701936111216244,0.19434873,108.7079912520084,101.00766267938664,109.44182264031701,"Walker Buehler",19374,621111
"Sean Doolittle","- - -","Sean Doolittle",2015,32,10.369327052297397,2.352147670009953,1.1926382552163142,4.17262870512737,97.30008831556432,3.3850588334585376,0.21841155,111.89911493126316,100.71061412746252,109.3588300929444,"Sean Doolittle",1581,448281
"Matt Brash","SEA","Matt Brash",2022,24,12.535716781811335,4.598902014629011,0.44505503367377525,3.3198840571522275,80.53485276469408,3.3100451531231414,0.20188679,120.58112182448882,90.40226570197295,109.31161213192506,"Matt Brash",25756,666374
"Penn Murfee","SEA","Penn Murfee",2022,28,9.936001970947657,3.024000599853635,0.8640001713867528,3.6932478218337534,92.1117301958465,3.2314541595931634,0.19393939,111.10706721808609,101.96109833459629,109.28260608417642,"Penn Murfee",25174,682171
"Jimmy Cordero","- - -","Jimmy Cordero",2018,28,7.703172492587116,3.268012572612716,0.7780982315744562,4.084901747620482,93.94526857446279,4.002358034378066,0.11491936,104.71800660089218,104.97058153036454,109.25641380522131,"Jimmy Cordero",15690,622772
"Yu Darvish","- - -","Yu Darvish",2016,33,10.289776385362828,2.5278576500589915,1.2716829896002289,3.5950028847154942,84.50766771160204,3.5663782612619195,0.21087002,104.05295774857264,104.67590613166676,109.19928651991627,"Yu Darvish",13074,506433
"Joel Kuhnel","- - -","Joel Kuhnel",2019,27,7.302492193682445,2.306050166426035,1.3451959304151873,4.147954814722463,100.56737890472654,3.767492554870544,0.12776413,99.89838613684856,110.31209444824535,109.13221331948796,"Joel Kuhnel",19995,669270
"Julian Merryweather","- - -","Julian Merryweather",2020,30,10.439142284590924,3.995227294102699,1.0310263984781158,4.003075484913402,94.56188526120212,3.722137553715944,0.1650165,113.68378548203864,97.97795649082641,109.0998156134876,"Julian Merryweather",16703,657240
"Chris Martin","- - -","Chris Martin",2015,34,9.326284955264603,1.1148037410083054,0.9244713949824971,2.967222299403435,70.05038607081913,2.849135549095391,0.22486969,103.6962217431228,109.757016386804,108.97340189571433,"Chris Martin",11847,455119
"Josh Fleming","- - -","Josh Fleming",2020,26,5.689790973648718,2.933246278340644,1.1662304480149548,4.261051414648215,100.71469188260055,4.347518272803488,0.07052441,101.91154988761387,105.83388477212635,108.89827657477773,"Josh Fleming",20418,676596
"Bryce Miller","SEA","Bryce Miller",2023,25,8.374331824132968,2.0502674465980717,1.1262032453144337,4.047073949503242,96.81711704122361,3.9567991794246735,0.17647059,104.57331843073963,104.63312707042458,108.76461169199608,"Bryce Miller",29837,682243
"Shohei Ohtani","LAA","Shohei Ohtani",2018,26,11.360553825348186,3.2325260062257173,0.9903114354333122,3.2854074428826396,78.46320819580137,3.3745610462672886,0.22296258,113.72956294501007,94.25430042912019,108.75721398825682,"Shohei Ohtani",19755,660271
"Clayton Kershaw","LAD","Clayton Kershaw",2015,31,10.04666514555029,1.6755436290018213,0.9565111267923783,2.892977588058217,69.05651658067048,3.0912923051879644,0.23822039,110.12688521780697,97.06344234201617,108.7275024239596,"Clayton Kershaw",2036,477132
"Emilio Pagán","- - -","Emilio Pagán",2017,30,10.273974302853725,2.5684935757134313,1.541096145428059,4.103860806495304,96.24225449652909,3.374442690973804,0.21067416,105.73262047998395,105.57856353220254,108.71753447250678,"Emilio Pagan",14771,641941
"Jason Foley","DET","Jason Foley",2021,27,6.761270030006261,2.298831810202129,0.4507513353337508,3.812702785440971,92.4191849723871,3.7176337478277808,0.1197098,104.7558919368324,105.85237446296628,108.62919676546724,"Jason Foley",19531,671345
"Justin Verlander","- - -","Justin Verlander",2015,36,9.928587901983406,2.1409691440594734,1.13308600899054,3.7692292605256696,88.7185064112903,3.507953112711116,0.21752055,111.57934629141505,99.50580001674865,108.62170383757176,"Justin Verlander",8700,434378
"Connor Brogdon","- - -","Connor Brogdon",2020,27,9.062070764747233,3.289655825558927,1.4896554681776273,4.261953867464815,101.1679208559773,3.855370651679307,0.15171289,106.63540292905331,101.2441985148074,108.53474039863589,"Connor Brogdon",21205,641401
"Kevin Kelly","TBR","Kevin Kelly",2023,26,7.779662885238564,1.5690076407203828,0.5883778652701436,3.6923626438908315,87.70169778723377,3.3380866391276065,0.17148015,111.48654116673433,104.65431916529771,108.42826295321984,"Kevin Kelly",25679,687330
"Matt Strahm","- - -","Matt Strahm",2016,28,10.12747411950197,2.5714289756547974,1.1274727047101805,3.9280297796436434,92.12172172959475,3.4513816786338025,0.20384205,115.47336114654165,96.80066742729615,108.41748688304617,"Matt Strahm",13799,621381
"Cole Ragans","- - -","Cole Ragans",2022,25,10.135470927236332,3.4622545316179205,0.7817994103653368,3.7050749380064385,89.7325070876581,3.784798293516431,0.17996988,107.01316294363963,100.43137671578191,108.40527706657771,"Cole Ragans",21846,666142
"Tim Hill","- - -","Tim Hill",2018,31,6.673217856657742,2.8759056034968515,0.8376424087854907,4.043676551580204,95.45062676487419,3.781220989950076,0.09819495,106.28813112740896,105.26501524640274,108.31540031200815,"Tim Hill",16814,657612
"Keone Kela","- - -","Keone Kela",2015,25,11.045456785038747,3.4046927724492195,1.0293257219032523,3.5306757763476853,83.03728203400935,3.146899335483769,0.20685959,99.42867081097198,110.82307039355995,108.25867125819916,"Keone Kela",14696,605309
"Mike Morin","- - -","Mike Morin",2015,27,7.426327534994266,2.174853063819749,0.9548135402135485,4.409140611980299,102.08150332139948,3.968143954984366,0.13924051,88.13589743589743,113.72923076923075,108.22307692307692,"Mike Morin",13442,573046
"Tyler Ferguson","OAK","Tyler Ferguson",2024,30,10.870130947175554,4.207792624713117,0.7012987707855196,3.7725661120566074,92.00680699230557,3.422846975664142,0.18357488,114.16268948655262,97.35860635696822,108.21745721271392,"Tyler Ferguson",19481,621053
"Eury Pérez","MIA","Eury Pérez",2023,20,10.642336359084545,3.0547446956631568,1.4781022720950758,4.2368174496869395,96.76159052748541,3.936630137651777,0.20588235,110.31578053559768,96.91811887655125,108.1707250163292,"Eury Perez",27768,691587
"Jared Jones","PIT","Jared Jones",2024,22,9.764383765743387,2.884931567151455,1.3315068771468255,3.7841111746441536,93.23526799282358,3.7159285119019545,0.18452381,101.82213643574826,104.88075092543627,108.16722369116864,"Jared Jones",27863,683003
"Carlos Rodón","- - -","Carlos Rodón",2015,26,9.988343344978302,3.3460121984836104,1.1346625524560758,3.9761772940920883,95.02314087626179,3.8435922123976223,0.17476574,108.54862650940234,100.60833117753654,108.1490715219412,"Carlos Rodon",16137,607074
