#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
1,Shohei Ohtani,LAD,L,DH,DH,150,667,571,114.7,39.4,98.5,33.5,158.6,83.0,31.3,4.8,317.7,152.5,82.7,5.3,4.1,2.6,8.2,0.278,0.370,0.556,0.927,0.311,6602710
2,Jackson Chourio,MIL,R,OF,OF,152,664,605,88.0,25.9,78.2,26.5,162.6,104.4,28.8,3.5,276.0,134.0,48.1,4.7,4.1,2.7,6.6,0.268,0.324,0.456,0.780,0.304,694192
3,Luis Arraez,SD,L,1B/2B,1B/2B,151,663,611,88.3,8.7,60.2,8.2,186.6,137.4,38.3,2.2,255.4,41.2,39.5,6.0,3.9,2.8,2.3,0.306,0.350,0.418,0.768,0.315,650333
4,Francisco Lindor,NYM,S,SS,SS,150,662,588,93.8,24.9,77.7,22.7,150.0,91.5,31.6,2.0,260.3,125.8,60.5,9.8,4.1,2.4,5.1,0.255,0.333,0.443,0.775,0.283,12916
5,Juan Soto,NYM,L,OF,OF,151,661,531,109.0,31.8,90.1,8.9,147.8,83.7,30.0,2.3,277.7,109.9,126.1,4.0,4.5,1.8,3.1,0.278,0.421,0.523,0.944,0.294,665742
6,Gunnar Henderson,BAL,L,SS,SS,151,661,575,104.6,31.3,86.5,17.3,156.6,87.1,33.0,5.2,293.9,141.2,71.7,5.9,4.0,2.5,4.3,0.272,0.355,0.511,0.866,0.308,683002
7,Corbin Carroll,ARI,L,OF,OF,148,659,575,96.5,23.0,74.3,39.5,149.5,92.7,23.5,10.2,262.3,122.3,69.4,9.9,4.1,2.5,8.1,0.260,0.347,0.457,0.804,0.292,682998
8,Marcus Semien,TEX,R,2B,2B,150,656,589,91.3,21.9,69.6,11.3,149.0,97.0,27.2,2.8,247.6,99.6,56.8,4.7,3.8,2.9,2.4,0.253,0.321,0.421,0.742,0.270,12533
9,Ketel Marte,ARI,S,2B,2B,148,653,573,94.3,24.4,78.0,8.1,157.7,100.4,28.8,4.2,268.0,118.3,69.2,5.9,4.3,2.1,2.1,0.275,0.357,0.468,0.825,0.307,13613
10,Bobby Witt Jr.,KC,R,SS,SS,151,651,589,97.4,28.4,88.9,34.1,173.7,105.7,32.4,7.3,305.8,100.9,47.5,6.5,4.3,2.0,10.2,0.294,0.350,0.519,0.869,0.313,677951
11,Jarren Duran,BOS,L,OF,OF,148,651,588,87.8,16.8,66.7,29.5,154.5,93.8,35.8,8.1,256.8,149.9,49.3,5.9,3.9,2.8,6.0,0.263,0.322,0.437,0.759,0.324,680776
12,Bryan Reynolds,PIT,S,OF,OF,150,646,575,82.7,21.7,70.1,8.7,149.6,95.7,29.3,2.8,249.6,142.8,56.6,9.1,4.3,2.0,2.4,0.260,0.333,0.434,0.767,0.308,668804
13,Freddie Freeman,LAD,L,1B,1B,150,645,559,89.4,22.0,86.6,10.5,159.1,98.5,36.1,2.4,266.2,106.9,71.0,9.0,4.6,0.7,2.5,0.285,0.371,0.477,0.847,0.316,5361
14,Elly De La Cruz,CIN,S,SS,SS,151,644,573,84.7,24.5,81.9,53.0,144.3,78.7,34.3,6.8,265.6,186.4,60.4,5.4,4.3,1.8,14.2,0.251,0.326,0.463,0.789,0.327,682829
15,Rafael Devers,BOS,L,3B,3B,150,643,564,90.8,29.5,88.3,3.7,151.0,87.9,30.7,3.0,276.2,138.3,65.5,6.4,4.2,1.5,1.2,0.268,0.347,0.490,0.837,0.304,646240
16,Vladimir Guerrero Jr.,TOR,R,1B,1B/3B,151,643,563,95.3,29.7,93.2,4.8,165.1,97.0,37.6,0.9,293.5,93.1,67.0,6.5,4.4,1.3,1.5,0.293,0.371,0.521,0.893,0.304,665489
17,Julio Rodriguez,SEA,R,OF,OF,150,639,578,84.6,26.4,77.1,26.2,158.0,100.9,29.2,1.5,269.3,145.9,46.0,8.6,4.2,1.8,6.9,0.274,0.333,0.466,0.799,0.321,677594
18,Jose Altuve,HOU,R,2B,2B,145,636,570,86.9,19.5,67.9,17.8,151.1,99.8,30.9,0.9,242.4,109.8,51.6,6.8,3.7,2.8,4.3,0.265,0.330,0.425,0.755,0.296,5417
19,Mookie Betts,LAD,R,SS/OF,2B/SS/ OF,144,636,548,99.5,25.6,81.2,14.4,152.0,85.4,37.9,3.0,272.9,87.3,74.5,5.6,4.1,2.3,3.3,0.277,0.365,0.498,0.863,0.287,13611
20,Ezequiel Tovar,COL,R,SS,SS,151,635,595,77.2,21.1,71.3,10.8,154.3,100.8,29.3,3.1,253.1,164.6,27.3,5.0,4.2,2.0,3.4,0.259,0.294,0.425,0.719,0.322,678662
21,Ian Happ,CHC,S,OF,OF,150,634,546,79.9,19.5,66.9,11.7,133.6,83.9,28.1,2.1,224.4,152.2,75.5,6.4,4.0,2.0,3.1,0.245,0.340,0.411,0.751,0.302,664023
22,Alex Bregman,BOS,R,3B,3B,150,631,554,80.6,21.5,79.4,3.4,147.0,95.4,27.1,2.9,244.4,82.1,64.1,7.3,4.2,1.3,1.1,0.265,0.346,0.441,0.788,0.276,17678
23,Jose Ramirez,CLE,S,3B,3B,150,630,563,83.9,27.6,91.4,29.2,156.2,86.8,39.4,2.4,283.2,76.8,58.4,3.6,4.5,0.5,6.8,0.278,0.346,0.503,0.850,0.278,13510
24,Pete Alonso,NYM,R,1B,1B,150,630,551,82.8,33.0,94.1,3.7,129.6,73.8,22.2,0.7,252.2,147.4,65.8,11.8,4.3,0.5,1.0,0.235,0.329,0.457,0.786,0.258,624413
25,Jackson Merrill,SD,L,OF,OF,152,628,582,77.4,22.4,86.4,13.5,160.8,96.7,36.6,5.1,274.7,104.4,37.0,3.8,4.4,0.8,3.9,0.277,0.321,0.472,0.793,0.302,701538
26,Matt Olson,ATL,L,1B,1B,150,627,543,84.0,30.3,94.2,0.6,135.1,77.8,25.8,1.2,254.2,151.1,75.0,5.6,4.0,0.5,0.2,0.249,0.344,0.468,0.812,0.287,14344
27,Trea Turner,PHI,R,SS,SS,144,627,578,82.9,19.5,71.3,21.6,160.0,106.2,32.5,1.9,254.8,120.0,38.7,5.6,4.2,1.9,4.1,0.277,0.326,0.441,0.767,0.318,16252
28,Josh Naylor,ARI,L,1B,1B,148,624,561,74.7,21.9,83.6,7.4,149.1,98.7,27.8,0.7,244.0,99.7,52.2,6.2,4.3,0.4,2.2,0.265,0.333,0.435,0.767,0.286,647304
29,Willi Castro,MIN,S,2B/SS/ 3B/OF,2B/SS/ 3B/OF,150,624,560,74.3,12.8,57.0,21.2,136.8,91.2,28.8,4.0,211.9,145.4,45.2,14.5,3.9,2.3,5.9,0.244,0.315,0.379,0.694,0.306,650489
30,Brent Rooker,ATH,R,DH,OF,150,623,549,83.3,29.3,81.7,7.7,130.4,74.1,25.5,1.6,246.9,189.0,59.6,8.2,4.2,1.4,2.2,0.238,0.319,0.450,0.768,0.302,667670
31,Oneil Cruz,PIT,L,SS/OF,SS/OF,148,622,557,75.1,23.9,78.6,18.8,140.9,82.2,31.9,2.8,250.2,180.0,56.4,5.0,4.4,0.6,5.0,0.253,0.325,0.450,0.775,0.327,665833
32,Willy Adames,SF,R,SS,SS,150,620,547,72.3,21.1,71.1,12.9,129.6,82.3,25.2,1.1,220.3,149.0,64.0,3.8,4.2,1.2,4.1,0.237,0.319,0.402,0.721,0.285,642715
33,Austin Riley,ATL,R,3B,3B,145,619,554,83.6,27.9,90.3,2.0,147.5,88.8,28.7,2.1,264.2,149.8,51.4,8.8,4.4,0.5,0.6,0.266,0.335,0.476,0.812,0.314,663586
34,Bryce Harper,PHI,L,1B,1B,145,617,529,85.4,26.5,87.5,10.0,146.9,88.5,31.1,0.8,259.1,132.7,81.4,4.3,4.4,0.4,3.0,0.278,0.378,0.490,0.867,0.322,11579
35,Wyatt Langford,TEX,R,OF,OF,150,617,547,76.4,19.7,77.8,18.0,144.7,93.5,27.9,3.7,239.0,121.1,59.9,5.5,4.4,0.6,5.1,0.264,0.341,0.437,0.778,0.304,694671
36,Ryan McMahon,COL,L,3B,3B,150,616,541,69.6,19.1,69.7,7.2,128.8,85.8,22.7,1.3,211.4,178.4,64.8,3.7,4.4,0.5,2.7,0.238,0.321,0.391,0.711,0.316,15112
37,Aaron Judge,NYY,R,OF,OF,145,616,502,101.7,40.7,100.8,7.3,135.2,69.5,24.2,0.7,283.0,160.8,101.9,6.2,4.4,0.6,1.9,0.270,0.394,0.564,0.958,0.310,15640
38,Kyle Tucker,CHC,L,OF,OF,144,616,532,87.3,27.0,81.1,19.9,146.3,89.9,27.5,1.9,258.6,95.8,75.6,3.1,4.2,1.4,4.0,0.275,0.365,0.486,0.851,0.288,663656
39,Ozzie Albies,ATL,S,2B,2B,144,615,561,81.2,20.4,74.2,11.2,149.1,95.3,31.2,2.2,245.9,97.1,41.8,6.9,4.0,1.3,3.0,0.266,0.321,0.438,0.759,0.287,16556
40,Kyle Schwarber,PHI,L,DH,OF,141,614,513,93.7,33.5,76.6,5.9,115.2,63.9,17.0,0.8,234.4,175.5,91.7,5.5,3.6,2.6,1.4,0.225,0.346,0.457,0.803,0.266,16478
41,Randy Arozarena,SEA,R,OF,OF,150,612,530,68.0,19.4,70.2,20.2,125.5,76.9,28.1,1.1,214.0,156.0,62.6,14.1,4.0,0.6,7.2,0.237,0.331,0.404,0.734,0.296,668227
42,Manny Machado,SD,R,3B,3B,148,610,554,75.3,26.4,88.8,7.0,147.0,91.8,28.3,0.6,255.7,120.6,48.8,2.3,3.9,0.4,2.1,0.266,0.325,0.461,0.786,0.294,11493
43,Paul Goldschmidt,NYY,R,1B,1B,148,609,541,74.1,21.9,78.0,7.6,134.6,82.7,29.2,0.8,231.2,159.6,57.9,4.4,4.0,0.7,1.8,0.249,0.324,0.427,0.751,0.310,9218
44,Marcell Ozuna,ATL,R,DH,1B,150,609,543,79.0,29.3,89.5,1.3,140.4,85.9,24.6,0.6,254.1,149.5,57.3,3.8,4.5,0.8,0.4,0.258,0.331,0.468,0.798,0.301,10324
45,Nick Castellanos,PHI,R,OF,OF,150,609,563,69.2,20.7,78.2,6.0,142.2,89.8,29.3,2.4,238.4,143.0,37.4,6.1,4.0,0.6,1.8,0.252,0.305,0.424,0.729,0.302,11737
46,JJ Bleday,ATH,L,OF,OF,148,607,526,73.1,18.5,67.8,5.1,118.1,69.1,28.0,2.5,206.5,132.5,71.6,4.3,4.3,0.7,1.7,0.225,0.320,0.393,0.712,0.263,668709
47,Fernando Tatis Jr.,SD,R,OF,OF,141,606,542,91.0,31.9,85.3,17.2,149.7,84.9,31.4,1.5,279.6,126.9,51.5,6.4,4.0,1.9,4.1,0.276,0.343,0.516,0.859,0.304,665487
48,Lane Thomas,CLE,R,OF,OF,147,605,543,69.2,17.4,63.4,26.1,130.7,80.1,30.8,2.4,218.5,156.1,48.7,7.5,4.4,1.3,8.4,0.240,0.309,0.402,0.711,0.303,657041
49,Vinnie Pasquantino,KC,L,1B,1B,144,605,536,77.3,22.5,81.0,1.9,143.6,90.6,28.6,2.0,243.6,83.7,57.3,5.4,4.3,0.4,0.6,0.268,0.341,0.455,0.796,0.279,686469
50,Masyn Winn,STL,R,SS,SS,151,605,551,73.7,14.7,61.6,13.9,142.8,95.6,28.7,3.8,223.2,101.2,44.0,3.7,3.7,2.6,3.2,0.259,0.315,0.405,0.720,0.292,691026
51,Andrew Vaughn,CHW,R,1B,1B,151,604,550,66.8,21.0,75.5,1.5,137.8,82.0,33.4,1.3,236.8,124.9,40.4,8.2,4.0,0.6,0.5,0.251,0.309,0.431,0.739,0.286,683734
52,Alec Bohm,PHI,R,3B,1B/3B,148,603,552,68.9,15.4,73.4,5.0,152.2,101.6,33.7,1.4,235.1,92.8,41.8,6.0,4.4,0.8,1.6,0.276,0.332,0.426,0.758,0.305,664761
53,James Wood,WSH,L,OF,OF,145,603,525,73.5,19.1,70.1,18.2,136.0,82.9,30.5,3.5,230.7,159.5,67.6,4.2,4.3,0.5,5.8,0.259,0.345,0.439,0.784,0.333,695578
54,Heliot Ramos,SF,R,OF,OF,148,600,544,67.1,19.6,68.2,7.6,131.9,88.5,20.1,3.8,218.4,159.4,45.1,5.9,4.1,1.5,2.2,0.243,0.305,0.401,0.706,0.305,671218
55,Anthony Volpe,NYY,R,SS,SS,151,600,538,73.1,15.6,63.5,26.0,129.1,80.7,28.4,4.3,213.1,128.4,49.5,5.4,3.7,2.3,5.8,0.240,0.307,0.395,0.702,0.285,683011
56,Jeremy Pena,HOU,R,SS,SS,151,599,554,67.0,16.0,68.2,15.5,144.6,97.7,28.9,2.0,225.5,112.2,30.7,9.1,4.0,1.2,4.9,0.261,0.308,0.408,0.715,0.300,665161
57,Brenton Doyle,COL,R,OF,OF,147,599,547,70.5,20.2,66.0,26.9,134.0,90.1,20.0,3.7,222.0,170.7,40.0,4.7,3.8,2.1,6.1,0.245,0.298,0.406,0.704,0.316,686668
58,Teoscar Hernandez,LAD,R,OF,OF,145,598,544,75.3,26.2,87.4,8.0,139.8,81.0,31.2,1.5,252.6,167.8,43.5,5.9,3.9,0.6,2.4,0.258,0.316,0.465,0.781,0.321,13066
59,Steven Kwan,CLE,L,OF,OF,143,598,527,79.9,11.0,55.3,16.6,149.4,105.1,29.4,3.9,219.6,60.7,60.2,4.8,3.5,2.7,3.7,0.284,0.358,0.417,0.776,0.302,680757
60,Adley Rutschman,BAL,S,C,C,141,597,517,81.2,18.5,65.5,2.3,134.4,86.5,28.2,1.1,220.4,93.4,68.7,4.0,4.0,1.8,0.7,0.260,0.347,0.427,0.774,0.283,668939
61,Yordan Alvarez,HOU,L,OF,OF,140,597,509,94.7,33.0,92.8,3.5,152.4,92.2,25.0,2.3,280.9,101.5,71.9,9.6,4.2,0.5,1.0,0.299,0.391,0.552,0.943,0.315,670541
62,Dansby Swanson,CHC,R,SS,SS,147,596,533,64.6,17.0,65.6,13.5,129.7,87.4,23.4,1.9,208.2,145.2,53.4,4.3,4.4,1.1,3.6,0.243,0.314,0.390,0.705,0.300,18314
63,Bo Bichette,TOR,R,SS,SS,142,596,552,73.1,17.3,73.3,8.9,151.8,98.7,34.0,1.9,241.5,115.0,34.9,4.3,3.9,0.7,2.5,0.275,0.320,0.437,0.758,0.318,666182
64,Riley Greene,DET,L,OF,OF,145,596,525,71.0,19.1,72.2,6.0,138.7,94.3,20.5,4.8,226.1,144.5,62.3,4.8,4.1,0.8,1.8,0.264,0.346,0.431,0.776,0.327,682985
65,William Contreras,MIL,R,C,C,141,595,522,75.6,21.0,73.1,6.5,143.4,93.5,27.3,1.5,236.8,123.0,64.7,4.3,4.1,0.9,1.9,0.274,0.357,0.453,0.810,0.320,661388
66,Eugenio Suarez,ARI,R,3B,3B,150,594,526,66.8,21.0,69.5,2.4,122.3,78.8,21.0,1.5,209.2,170.6,55.2,9.0,3.9,1.1,0.7,0.233,0.314,0.397,0.711,0.300,12552
67,Nathaniel Lowe,WSH,L,1B,1B,147,594,516,66.2,16.0,66.7,1.9,132.4,89.0,25.7,1.6,209.5,131.8,67.8,4.8,4.0,0.5,0.5,0.257,0.345,0.406,0.751,0.313,663993
68,Adolis Garcia,TEX,R,OF,OF,145,594,539,69.9,25.8,82.0,11.3,127.2,76.4,24.2,0.9,230.4,163.1,44.1,6.8,4.2,0.7,3.1,0.236,0.300,0.427,0.727,0.286,666969
69,Triston Casas,BOS,L,1B,1B,144,593,503,74.9,25.2,79.5,2.2,122.5,72.3,23.6,1.4,224.5,153.7,79.7,4.2,4.2,0.6,0.7,0.243,0.348,0.446,0.794,0.296,671213
70,CJ Abrams,WSH,L,SS,SS,142,593,537,74.7,18.0,61.5,35.2,135.9,83.8,29.5,4.5,228.5,112.1,37.0,12.0,3.6,2.6,8.1,0.253,0.312,0.426,0.737,0.287,682928
71,Matt Chapman,SF,R,3B,3B,148,592,519,66.9,20.7,71.6,8.4,123.6,77.0,24.0,1.9,213.3,151.9,62.6,6.9,3.9,0.5,2.7,0.238,0.327,0.411,0.738,0.294,16505
72,Jazz Chisholm Jr.,NYY,L,3B/OF,3B/OF,142,591,531,78.2,25.3,74.3,33.2,129.4,77.5,24.1,2.6,234.5,149.1,48.7,5.3,3.9,1.6,9.1,0.244,0.310,0.441,0.752,0.289,665862
73,Michael Harris II,ATL,L,OF,OF,144,588,543,78.2,22.2,78.7,19.2,155.3,101.9,27.7,3.4,256.5,108.5,34.1,5.9,3.6,2.3,4.3,0.286,0.332,0.472,0.804,0.320,671739
74,Brandon Nimmo,NYM,L,OF,OF,142,585,508,74.0,16.0,64.4,7.3,126.9,81.2,26.5,3.1,207.8,127.6,65.6,10.1,3.7,1.1,2.3,0.250,0.347,0.409,0.756,0.301,12927
75,George Springer,TOR,R,OF,OF,142,584,519,72.1,19.0,64.5,13.4,124.7,79.6,23.9,2.3,210.1,113.0,52.8,5.8,3.5,2.4,3.0,0.240,0.314,0.405,0.719,0.271,12856
76,Taylor Ward,LAA,R,OF,OF,140,582,512,74.1,19.8,66.7,7.3,127.7,82.6,23.7,1.7,214.1,136.2,55.9,7.2,3.6,2.0,2.1,0.250,0.328,0.418,0.747,0.300,621493
77,Luis Robert Jr.,CHW,R,OF,OF,140,579,532,68.8,23.1,67.1,23.2,127.8,73.0,31.1,0.7,229.5,167.7,33.6,6.8,3.9,1.4,6.2,0.240,0.291,0.431,0.722,0.303,673357
78,Gleyber Torres,DET,R,2B,2B,144,578,515,67.1,14.6,57.6,7.2,131.2,91.3,24.4,0.9,201.3,103.2,55.4,3.6,3.8,1.6,2.3,0.255,0.329,0.391,0.720,0.291,16997
79,Anthony Santander,TOR,S,OF,OF,142,577,516,71.7,26.3,83.3,2.5,123.3,66.1,29.6,1.4,234.4,120.6,48.8,7.0,4.1,0.5,0.8,0.239,0.311,0.454,0.765,0.260,623993
80,Spencer Steer,CIN,R,1B/OF,1B/2B/ OF,144,577,505,70.0,19.5,72.9,15.8,122.8,66.1,34.8,2.4,220.9,121.2,60.7,8.1,3.8,0.9,4.3,0.243,0.332,0.437,0.769,0.280,668715
81,Isaac Paredes,HOU,R,3B,1B/3B,141,574,490,72.9,22.0,71.9,1.9,118.1,70.3,24.8,1.0,210.7,97.3,65.3,12.2,3.9,1.2,0.6,0.241,0.341,0.430,0.771,0.257,670623
82,Xander Bogaerts,SD,R,2B/SS,2B/SS,144,573,516,64.8,14.6,64.3,12.5,139.0,97.5,25.5,1.4,211.1,100.7,45.7,5.7,3.8,1.0,3.0,0.269,0.333,0.409,0.742,0.307,12161
83,Lourdes Gurriel Jr.,ARI,R,OF,OF,141,573,530,64.6,16.2,71.2,5.5,143.7,99.8,25.5,2.2,222.3,105.0,33.7,6.1,3.9,0.5,1.9,0.271,0.320,0.419,0.739,0.309,666971
84,Seiya Suzuki,CHC,R,OF,OF,138,573,503,69.3,19.3,69.9,12.1,128.9,83.1,22.6,3.9,217.2,144.5,60.3,5.1,4.0,0.6,4.6,0.256,0.339,0.432,0.771,0.319,673548
85,Mark Vientos,NYM,R,3B,3B,141,571,518,71.5,27.7,82.4,1.1,127.2,76.2,22.3,1.1,234.7,161.4,45.0,5.3,4.2,0.9,0.3,0.246,0.311,0.453,0.764,0.299,668901
86,Xavier Edwards,MIA,S,SS,SS,138,571,508,68.6,5.0,43.1,31.5,143.7,112.2,21.9,4.6,190.0,80.8,55.3,3.3,3.4,2.4,6.7,0.283,0.354,0.374,0.728,0.326,669364
87,Junior Caminero,TB,R,3B,3B,142,571,525,67.6,23.9,76.8,4.4,135.6,86.1,23.4,2.2,235.1,126.1,37.6,4.5,4.1,0.4,1.4,0.258,0.311,0.448,0.760,0.295,691406
88,Brendan Donovan,STL,L,2B/OF,2B/3B/ OF,140,570,503,68.8,11.5,57.5,6.3,138.4,98.9,25.9,2.0,202.9,77.1,51.0,11.0,3.7,0.9,2.2,0.275,0.352,0.403,0.755,0.303,680977
89,Nolan Schanuel,LAA,L,1B,1B,144,570,489,68.1,14.6,60.8,7.6,125.8,88.3,22.0,0.8,193.3,95.3,67.1,7.4,4.1,1.2,2.1,0.257,0.352,0.395,0.747,0.290,694384
90,Zack Gelof,ATH,R,2B,2B,148,567,513,62.0,16.9,60.1,21.4,112.6,68.8,25.0,1.8,191.9,176.1,44.2,4.5,3.7,1.2,5.3,0.220,0.285,0.374,0.659,0.296,680869
91,Michael Busch,CHC,L,1B,1B,144,566,497,63.1,18.2,64.9,2.8,116.6,72.9,23.6,2.0,198.6,156.1,59.0,5.7,3.7,0.8,0.9,0.235,0.320,0.400,0.720,0.302,683737
92,Jung Hoo Lee,SF,L,OF,OF,138,565,513,71.2,11.0,57.1,11.2,149.1,104.2,31.1,2.9,218.8,55.3,42.7,4.5,3.3,2.5,3.0,0.291,0.348,0.427,0.774,0.307,808982
93,Nolan Arenado,STL,R,3B,3B,141,564,514,62.4,18.3,70.7,3.1,130.4,85.1,26.0,0.9,213.3,87.6,40.3,5.0,4.1,0.6,1.1,0.253,0.312,0.415,0.727,0.272,9777
94,Yandy Diaz,TB,R,1B,1B,135,564,496,73.2,14.8,59.5,2.3,140.7,98.1,26.9,0.9,213.9,86.9,57.4,5.6,3.3,2.5,0.6,0.284,0.361,0.431,0.792,0.317,650490
95,Colton Cowser,BAL,L,OF,OF,144,563,489,67.3,19.5,68.3,8.8,116.8,70.1,25.5,1.8,204.3,163.5,59.9,7.9,4.1,1.1,2.8,0.238,0.328,0.418,0.745,0.314,681297
96,Dylan Crews,WSH,R,OF,OF,144,563,511,61.6,14.3,57.2,22.9,124.8,81.4,25.4,3.7,200.5,124.6,38.4,7.4,3.7,1.7,6.6,0.244,0.303,0.392,0.695,0.294,686611
97,Christian Walker,HOU,R,1B,1B,138,562,494,70.6,26.2,81.1,4.7,118.3,65.9,25.4,0.8,223.8,129.1,55.4,7.5,3.6,0.4,1.4,0.240,0.322,0.453,0.775,0.269,13419
98,Cody Bellinger,NYY,L,1B/OF,1B/OF,138,561,507,69.5,21.1,74.4,11.5,127.9,78.7,26.3,1.8,221.0,102.8,45.1,3.9,4.1,0.6,3.0,0.253,0.315,0.436,0.751,0.276,15998
99,Carlos Correa,MIN,R,SS,SS,133,560,493,73.5,17.3,62.4,1.2,130.6,83.7,27.6,2.1,214.1,109.2,59.6,4.4,3.8,1.5,0.4,0.265,0.348,0.434,0.782,0.306,14162
100,Jordan Westburg,BAL,R,2B/3B,2B/SS/ 3B,138,559,506,68.0,18.8,70.6,8.0,132.1,84.5,25.0,3.8,221.2,124.0,39.1,6.9,4.1,1.8,2.4,0.261,0.318,0.437,0.755,0.308,676059
101,Willson Contreras,STL,R,C,C,136,557,480,68.2,20.2,67.0,5.5,116.2,70.3,25.0,0.8,203.2,133.1,58.1,14.2,4.0,0.5,1.9,0.242,0.338,0.423,0.761,0.290,11609
102,Luis Rengifo,LAA,S,2B/3B,2B/3B,136,557,509,68.3,15.6,59.3,21.9,132.9,91.9,22.8,2.6,207.7,91.9,36.0,6.2,3.7,1.7,6.7,0.262,0.315,0.408,0.723,0.290,650859
103,Lawrence Butler,ATH,L,OF,OF,144,557,505,73.0,20.4,64.2,16.7,125.6,78.4,24.9,1.9,215.7,128.1,43.4,2.8,3.4,2.3,3.5,0.249,0.308,0.427,0.735,0.293,671732
104,Matt McLain,CIN,R,2B/SS,2B/SS,136,556,490,72.5,20.8,71.6,16.3,125.9,69.0,33.5,2.6,227.0,139.6,55.2,7.9,4.0,0.5,5.0,0.257,0.339,0.463,0.803,0.315,680574
105,Jorge Soler,LAA,R,OF,OF,140,555,484,67.4,25.1,75.1,1.5,112.6,64.5,22.2,0.8,211.7,143.6,60.1,5.5,3.6,0.9,0.5,0.233,0.322,0.438,0.760,0.275,14221
106,Nico Hoerner,CHC,R,2B,2B/SS,142,555,502,60.3,7.3,50.8,25.6,138.5,104.0,25.4,1.9,189.6,62.3,39.0,8.9,3.5,1.4,5.9,0.276,0.336,0.378,0.714,0.301,663538
107,Brice Turang,MIL,L,2B,2B,144,555,498,59.8,8.6,48.8,34.4,126.1,92.1,22.3,3.1,180.4,97.0,49.0,2.8,3.8,1.7,7.2,0.253,0.321,0.362,0.682,0.296,668930
108,J.P. Crawford,SEA,L,SS,SS,144,553,476,62.1,9.9,48.0,4.3,112.8,72.5,28.7,1.6,174.4,109.4,64.5,6.6,3.6,1.8,1.3,0.237,0.332,0.366,0.699,0.285,15491
109,Christian Yelich,MIL,L,OF,OF,133,552,475,66.7,15.0,60.7,21.4,126.2,86.2,22.1,2.8,199.1,118.6,68.6,4.4,3.6,1.6,4.5,0.266,0.361,0.420,0.781,0.323,11477
110,Luis Garcia,WSH,L,2B,2B,144,550,512,61.2,15.8,66.1,15.8,141.1,92.9,30.2,2.2,223.0,83.6,31.0,2.2,3.7,1.1,5.3,0.276,0.316,0.435,0.752,0.301,671277
111,Corey Seager,TEX,L,SS,SS,130,548,482,83.6,26.2,75.1,2.5,136.4,80.9,28.6,0.6,245.0,92.3,56.1,4.9,3.7,1.7,0.7,0.283,0.360,0.508,0.868,0.300,13624
112,Bryson Stott,PHI,L,2B,2B/SS,144,547,491,59.7,11.9,57.0,24.9,126.1,90.0,21.4,2.9,188.9,91.4,47.1,4.4,3.9,1.7,5.1,0.257,0.325,0.385,0.710,0.292,681082
113,Andres Gimenez,TOR,L,2B,2B,144,545,498,63.0,10.4,54.7,23.6,129.7,88.3,28.8,2.3,194.1,92.2,28.2,13.8,3.7,1.3,5.1,0.261,0.315,0.390,0.705,0.299,665926
114,Parker Meadows,DET,L,OF,OF,141,545,485,65.1,13.5,51.0,20.2,113.6,76.9,17.1,6.1,183.3,126.0,50.2,4.4,3.3,2.3,5.0,0.234,0.309,0.378,0.686,0.287,678009
115,Jonathan India,KC,R,2B,2B,134,544,468,69.6,12.3,52.0,11.0,118.5,80.2,23.9,2.1,183.5,103.4,57.6,12.1,3.3,2.2,2.6,0.253,0.346,0.392,0.738,0.299,663697
116,Jake Cronenworth,SD,L,1B/2B,1B/2B,140,540,477,59.2,12.3,58.3,4.2,114.8,69.5,29.3,3.7,188.3,103.5,48.4,9.9,4.0,0.7,1.3,0.241,0.320,0.394,0.714,0.280,630105
117,Rhys Hoskins,MIL,R,1B,1B,137,539,474,62.8,23.9,66.8,2.7,105.8,61.8,19.0,1.0,198.5,150.1,55.4,5.7,4.0,0.8,0.8,0.223,0.310,0.418,0.728,0.269,656555
118,Salvador Perez,KC,R,C/1B,C/1B,134,538,497,62.6,21.6,75.6,0.4,128.3,85.3,20.8,0.6,215.2,117.4,28.3,8.7,3.5,0.4,0.1,0.258,0.307,0.433,0.740,0.295,7304
119,Michael Toglia,COL,S,1B,1B/OF,141,538,474,62.5,23.0,68.3,7.7,106.1,64.0,16.1,2.9,197.0,162.5,54.9,3.1,4.0,0.9,2.4,0.224,0.305,0.416,0.721,0.284,669911
120,Cal Raleigh,SEA,S,C,C,134,533,472,62.5,25.0,69.7,3.2,104.0,54.2,24.2,0.7,204.5,145.7,52.7,3.6,3.8,0.5,1.0,0.221,0.301,0.434,0.735,0.259,663728
121,Jordan Walker,STL,R,OF,OF,144,531,481,58.2,15.2,59.7,7.0,120.7,76.9,26.4,2.2,197.1,118.7,38.7,6.1,3.7,1.4,2.1,0.251,0.312,0.410,0.721,0.301,691023
122,Ke'Bryan Hayes,PIT,R,3B,3B,136,530,483,53.8,10.6,52.9,13.6,123.2,86.8,23.2,2.6,183.5,104.3,37.5,4.1,3.9,1.6,3.8,0.255,0.311,0.380,0.691,0.302,663647
123,Andrew Benintendi,CHW,L,OF,OF,134,529,477,56.9,12.6,54.2,6.2,121.9,84.0,24.4,1.0,186.1,90.5,43.2,3.2,3.7,0.8,2.2,0.256,0.318,0.390,0.708,0.290,17901
